,banglawords
23904,[]
23905,"['নিরাশ', 'আশাহীন', 'ব্যর্থ', 'অকর্মণ্য', 'চিকিত্সার অসাধ্য', 'অকেজো']"
23906,"['আশাপূর্ণতা', 'আশাপ্রদতা']"
23907,[]
23908,"['আশাপূর্ণ', 'আশাপ্রদ', 'আশান্বিত']"
23909,"['আশা করা', 'প্রত্যাশা করা', 'কামনা করা', 'আশা', 'প্রত্যাশা', 'কামনা', 'উমেদ', 'আশঁসন', 'আশঁসা', 'আশাস্থল', 'ভরসাস্থল']"
23910,"['একপায়ে লাফান', 'পাখির ন্যায় লাফাইয়া চলা', 'থামিয়া পড়া', 'খোঁড়ান', 'লতাবিশেষ']"
23911,"['খুর', 'অশ্বখুর', 'ক্ষুর', 'পা', 'গোক্ষুর']"
23912,"['চিত্কার করিয়া বিদ্রূপ করা', 'চিঁকার করা', 'টিটকারি দেত্তয়া', 'ধিক্কার দেত্তয়া', 'পেঁচার ডাক', 'পেচকের ডাক']"
23913,[]
23914,"['বেষ্টন করা', 'পতর', 'কড়া', 'চক্র']"
23915,"['পিপা প্রভৃতি কাষ্ঠখণ্ডগুলিকে আঁটিয়া রাখার জন্য ধাতুপাতের ঘেরবিশেষ', 'বেষ্টন করা', 'পতর', 'কড়া', 'চক্র']"
23916,"['গুণ্ডা', 'দসু্য', 'রাস্তার গুণ্ডা', 'রাহাজান']"
23917,['স্কুল-পালানে ছেলে বা মেয়ে অথবা অফিস বা কর্মস্থল হইতে পালান যাহার স্বভাব']
23918,['ইতর স্ত্রীলোক']
23919,"['হুকে ঝোলান', 'ফাঁদ ফেলা', 'বক্র হত্তয়া']"
23920,"['হুকে ঝোলান', 'ফাঁদ ফেলা', 'বক্র হত্তয়া', 'কিছু ধরিয়া বা আটকাইয়া রাখার জন্য লৌহাদি-নির্মিত আঙটা', 'আঙ্গুলসমূহ', 'কনুই বাঁকাইয়া মুষ্টিপ্রহার', 'হুক', 'কাচি', 'আঁকড়া', 'ফাঁদ', 'জাল', 'অঙ্কুশ']"
23921,"['গরু ঘোড়া প্রভৃতির পায়ের খুর', 'হাঁটা', 'লাথি মারা', 'খুর', 'অশ্বখুর', 'ক্ষুর', 'পা', 'গোক্ষুর']"
23922,"['বোরখা দিয়া আবৃত', 'ফণাওয়াল', 'গুণ্ঠিত', 'ফণাত্তয়ালা']"
23923,"['বোরখা দিয়া ঢাকা', 'বোরখা', 'মাথা ও ঘাড়ের বস্ত্রাবরণ বিশেষ', 'ফণা', 'হুড', 'সাপের ফণা', 'গুণ্ডা', 'অবগুণ্ঠন', 'গুণ্ঠন', 'দসু্য', 'চক্র']"
23924,['প্রদর্শিত সৌলন্যাদি']
23925,[]
23926,"['বিনাবেতনে', 'অবৈতনিক']"
23927,['সম্মানিত']
23928,"['সম্মানযোগ্য', 'মাননীয়', 'ন্যায়পরায়ণ', 'সম্মানিত', 'সম্মানজনক', 'মহনীয়', 'পূজনীয়', 'সসম্মান', 'সম্মানার্হ', 'সম্মানপূর্ণ', 'মান্য', 'সম্মানযোর্গ্য']"
23929,"['মানা', 'মান্য করা', 'সম্মান করা', 'সম্মানিত করা', 'সম্ভ্রম করা', 'কদর করা', 'আদর করা', 'শ্রদ্ধা করা', 'মহিমান্বিত করা', 'উন্নীত করা', 'মাথায় করা', 'সম্মান', 'মান্য', 'সম্ভ্রম', 'শ্রদ্ধা', 'সুনাম', 'উচ্চ মন্মান', 'সম্মানিত পদ', 'আবরূ', 'কদর', 'মান', 'খাতির', 'গৌরব', 'প্রতিপত্তি', 'সাধুতা', 'সততা', 'আত্ম-মন্মান', 'কর্তব্যপরায়ণতা', 'সতীত্ব', 'আদর']"
23930,"['ভেঁপু', 'বন্য হংসীর ডাক']"
23931,['পুষ্পলতাবিশেষ']
23932,"['বিবাহের পরবর্তী প্রথম সপ্তাহ', 'মধুযামিনী']"
23933,"['মউচাক', 'মধুচক্র', 'মধুচকোষ']"
23934,"['প্রিয়সম্বোধনবিশেষ', 'মধুর', 'মধুরাস্বাদ', 'মধু গন্ধপূর্ণ', 'মিষ্ট', 'মধু', 'মউ', 'পুষ্পমধু', 'মধুতুল্য মিষ্ট বস্তু', 'প্রি়সম্বোধনবিশেষ', 'পুষ্পরস', 'শীধু']"
23935,"['ন্যায়পরায়ণতা', 'আন্তরিকতা', 'ন্যায়', 'সত্য', 'সাধুতা', 'সত্যবাদিতা', 'সত্যপালন', 'প্রতিশ্রুতিরক্ষার স্বভাব']"
23936,['সত্য-সত্যই']
23937,"['', 'ন্যায়বান', 'সততাপরায়ন', 'প্রতিশ্রুতিরক্ষাশীল', 'সত্', 'সচ্চরিত্র', 'ভাল', 'সত্যবাদী', 'সততাপরায়ণ', 'সাধু', 'সরল', 'আন্তরিক', 'সতীত্বপূর্ণ']"
23938,"['শান-পাথার', 'শান-পাথার ঘসিয়া ধার দেত্তয়া', 'শান-পথার', 'শান-পাথরে ঘসিয়া ধার দেওয়া']"
23939,[]
23940,"['সমকাম', 'সমরতি']"
23941,"['সমরতি প্রাণী', 'সমকাম প্রানী', 'হোমসেক্ষাল্', 'স্বকামী পুরুষ-প্রাণী', 'সমরতি', 'সমকাম']"
23942,"['একই ধ্বনিবিশিষ্ট কিন্তু ভিন্নার্থক শব্দ', 'নানার্থ শব্দ', 'ভিন্নার্থবোধক শব্দ']"
23943,[]
23944,[]
23945,"['সমসত্ত্ব', 'সমমাত্র', 'সমজাতিক', 'সজাতি', 'একরূপ', 'সমশ্রেণীভুক্ত', 'সমপ্রকৃতি', 'সমরুপ']"
23946,['সমসত্ত্বতা']
23947,"['নরহত্যা', 'স্বশ্রেণীঘাতক', 'নরহত্যাকারী', 'নরঘাতক']"
23948,"['স্বশ্রেণীঘাতক', '', 'হত্যাপূর্ণ', 'নরঘাতী', 'স্বশ্রেণীঘাতী']"
23949,"['স্বগৃহগামী', 'স্বগৃহতুল্য', 'পারিবারিক']"
23950,['প্রস্তুতিপর্বের কাজ']
23951,"['স্বগৃহাভিমুখে', 'স্বদেশাভিমুখে', 'স্বদেশাভিমুখ', 'স্বগৃহাভিমুখ', 'ঘর-ভাঙ্গানী']"
23952,[]
23953,"['বাসভবন ও তত্সংলগ্ন জায়গাজমি', '', 'বাস্তু', 'ভিটেমাটি', 'বাড়িঘর', 'ভিটা', 'ঘরবসত', 'ডেরাডাণ্ডা', 'ভদ্রাসন']"
23954,[]
23955,['স্বদেশে ফেরার জন্য কাতর']
23956,[]
23957,[]
23958,['শীঘ্রই দূর হইতে পঠ চিনিয়া নিজের বাসায় পোঁছিতে শেখে এমন পারাবত']
23959,[]
23960,[]
23961,[]
23962,"['সদৃশবিধান', 'হোমিত্তপ্যাথি']"
23963,['সদৃশবিধানানুযায়ী']
23964,[]
23965,"['গৃহ্য', 'সাদাসিধা', 'গৃহজাত', 'ঘরে তৈয়ারী', 'স্বগৃহে প্রস্তুত', 'স্বদেশে প্রস্তুত', 'বাড়ীতে তৈরি']"
23966,"['ছলচাতুবিহীন', 'সুপরিচিত', 'সাদাসিধা', 'গৃহ্য', 'পারিবারিক', 'ছলচাতুরিহীন']"
23967,[]
23968,[]
23969,"['নিরাশ্রয়', 'গৃহহীন', 'গৃহহারা', 'গৃহশূন্য', 'নির্গৃহ', 'নিরাশ্রক', 'গৃহচু্যত', 'অনিকেত', 'অনিকেতন', 'নিরবলম্ব', 'নিরাবলম্ব', 'নিরাধার', 'ছন্নছাড়া']"
23970,"['জন্মভূমি', 'স্বদেশ', 'ভস্মভূমি']"
23971,['গার্হস্থ্য বিজ্ঞান']
23972,['গৃহাভিমুখী']
23973,"['স্বগৃহ-সংক্রাত্ন', 'স্বদেশী', 'পারিবারিক', 'স্বগৃহাভিমুখ', 'স্বদেশাভিমুখ', 'স্বদেশে কৃত', 'স্বদেশে উত্পন্ন', 'অতীব কার্যকর', 'স্বগৃহাভিমুখে', 'স্বদেশাভিমুখে', 'অতি কার্যকরভাবে', 'বাড়ি', 'বাসা', 'গৃহ', 'ঘর', 'আবাস', 'স্বগৃহ', 'ভবন', 'বাসভবন', 'স্বাভাবিক বাসভবন', 'অধিবাস', 'নিবাস', 'আলয়', 'নিলয়', 'কেতন', 'নিকেতন', 'গার্হস্থ্য জীবন', 'পারিবারিক জীবন', 'জন্মভূমি', 'স্বদেশ', 'বিচরণস্থান', 'আতুরাশ্রম', 'নিবসতি']"
23974,"['সম্মান', 'শ্রদ্ধা স্বীকৃতি', 'সশ্রদ্ধা স্বীকৃতি', 'আনুগত্য-স্বীকার']"
23975,"['খ্রিস্ট্রধর্মানুযায়ী ঈশ্বরের তৃতীয় রূপ', 'পবিত্র আত্মা']"
23976,"['খ্রিস্ট্রধর্মানুযায়ী ঈশ্বরের তৃতীয় রূপ', 'পবিত্র আত্মা']"
23977,['খ্রিস্টের শেষ ভোজনসংক্রান্ত উত্সব']
23978,"['পূতরচিতা', 'পবিত্র', 'পবিত্রচেতা', 'বিশুদ্ধচেতা', 'পুণ্য', 'পুণ্যাত্মা', 'শুচি', 'শুদ্ধ', 'পূতচরিত্র', 'পূত', 'বিমল', 'ধার্মিক', 'অপাপ', 'অপাপবিদ্ধ', 'অনঘ', 'সাধুজনোচিত', 'ধন্য']"
23979,"['খাপ', 'পিস্তল রাখার খাপ']"
23980,[]
23981,"['হোমবিশেষ', 'ব্যাপক হত্যাকাণ্ড']"
23982,"['হোমবিশেষ', 'ব্যাপক হত্যাকাণ্ড']"
23983,[]
23984,"['জামের ন্যায় লাল রসাল ফলযুক্ত চিরশ্যামল গুল্মবিশেষ', 'চিরশ্যামল গুল্মবিশেষ']"
23985,"['গর্ত করা', 'দাবান', 'অবতল করা', 'ঠালা করা', 'খনন করা', 'টোল ফেলা', 'দাবা', 'টোল', 'দাবিয়া যাওয়া জায়গা', '', 'ফাঁকা', 'ফাঁপা', 'অবতল', 'শূন্যগর্ত', 'দাবিয়া যাত্তয়া', 'অপ্রকৃত', 'শূন্যগর্ভ', 'গর্তযূক্ত', 'ফোঁপরা', 'অন্ত:সারশূণ্য', 'মিথ্যা', 'অনান্তরিক', 'পলকা', 'ভাসা-ভাসা', 'ঠালা', 'ফাঁপা জায়গা', 'গর্ত', 'রন্ধ্র', 'কোটর', 'খোল', 'খাঁজ', 'গুহা', 'শূন্যগর্ত জায়গা', 'দাবিয়া যাত্তয়া জায়গা', 'খাত']"
23986,"['তীব্রস্বরে বা তারস্বরে চীত্কার করা', 'তীব্রস্বরে চীত্কার করা', 'তারস্বরে চীত্কার করা']"
23987,[]
23988,"['বিশুদ্ধতা', 'শুচিতা', 'শুদ্ধতা', 'ধর্ম', 'পোপের আখ্যা']"
23989,"['ছুটির দিন', 'পর্ব', 'পর্বদিন', 'আমোদের দিন']"
23990,"['ছুটির দিনের উপযোগী', 'হাসিখুশি', 'ছুটির ও আমোদের দিন', 'ছুটির দিন', 'পর্ব', 'পর্বদিন', 'আমোদের দিন']"
23991,"['গর্ত করা', 'আশ্রয়স্থল', 'কোটর', '', 'গর্ত', 'ছিদ্র', 'ছেঁদ', 'কুহর', 'খাদ', 'খাই', 'রন্ধ্র', 'ফাঁক', 'ফাটল', 'অন্ধিসন্ধি', 'ঝঁঝাট', 'ফুকর', 'খুপরি', 'দর', 'গুহা', 'কূপ', 'বিল', 'সুরুক', 'লুকানের স্থান', 'নোংরা অন্ধকার বাসা', 'নোংরা অন্ধকার বাসাকক্ষ', 'নোংরা কারবারের আড্ডা', 'বেআইনী কারবারের আড্ডা', 'খানা', 'ঘর', 'খোঁদল']"
23992,"['ঊর্ধ্বে তোলা', 'ত্তঠান', 'সরাইয়া রাখা', 'গোপনে রাখা', 'সহ্য করা', 'থামান', 'নিশ্চল করা', 'ওঠান', 'উর্ধ্বে তোলা', 'গোপানে রাখা']"
23993,"['মুলতবি করা', 'রহিত করা', 'কালহরণ করা', 'মেয়াদ উর্ত্তীণ হওয়ার পরেও বাড়িতে বা জমিতে থাকা']"
23994,"['ধৃত বস্তু ইজারা বা পাট্টা লওয়া ভূ-সম্পত্তি', 'আয়ত্তি', 'ধারণ', 'ধরণ', 'ধৃতি', 'উপধান', 'প্রভাব', 'অধিষ্ঠিত', 'অধিষ্ঠাতা']"
23995,"['ধারণকারী', 'ধারক', 'অধিকারী ব্যক্তি', 'ধারয়িতা']"
23996,"['মাল রাখার জন্য জাহাজের খোল', 'ধারণ', 'জাহাজের খোল', 'ধারণ-প্রণালী', 'আয়ত্তি', 'বশ', 'হাজত', 'খোল', 'দুর্গ', 'রাখা', 'ধরা', 'ধারণ করা', 'আঁকড়াইয়া ধরা', 'অধিকারে পাত্তয়া', 'অধিকারলাভ করা', 'যুক্তি দ্বারা সমর্থন করা', 'সহ্য করা', 'পোষণ করা', 'অধিষ্ঠান করা', 'দখলে রাখা', 'আঁটা', 'আঁটিয়া থাকা', 'আটক রাখা', 'সংযত করা', 'বিলম্বিত করান', 'ধরিয়া রাখা', 'অভ্যন্তরে ধারণ করা', 'অনুষ্ঠান করা', 'বিবেচনা করা', 'স্থির থাকা', 'অটল থাকা', 'আকর্ষণ করা']"
23997,[]
23998,"['লিফ্ট্', 'উত্তোলক যন্ত্র', 'উত্তোলন করা', 'খাটান']"
23999,[]
24000,"['বরা', 'শূকর', 'বরাহ', 'দন্তায়ুধ', 'শূকরছানা', 'খাসি-করা শূকর', 'ইতর নোঙরা লোক', 'লোভী লোক']"
24001,"['মাটি খুঁড়িয়া তুলিয়া গুঁড়া করার ও আগাছা দূর করার যন্ত্রবিশেষ', 'নিড়ানি']"
24002,"['খিচুড়ি', 'জগাখিচুড়ি']"
24003,['হকিখেলা']
24004,"['দেশের যে কোন সাদা মদ', 'বন্ধক দেত্তয়া', 'বন্ধকী জিনিস']"
24005,"['ভবঘুরে লোক', 'যে মজুর ঘুরিয়া ঘুরিয়া কাজে খোঁজে']"
24006,"['বন্ধুভাবে মেলা-মেশা করা', 'খুব মেলামেশা করা']"
24007,"['ক্ষুদ্র অথচ শক্তিশালী ও চটপটে ঘোড়া', 'শেখর পেশা', 'খোশখেয়াল', 'শখ', 'শখের পেশা']"
24008,"['খোঁড়াইয়া খোঁড়াইয়া বা জবুথবুভাবে চলা', 'থামিয়া পড়া', 'ব্যাহত করা', 'মুশকিল', 'জবুথবুভাবে চলা', 'পায়ে বাধা ভার', 'পায়ের বোঝা']"
24009,"['ধাপ্পাবাজি করা', 'ফাঁকি করা', 'ভাঁত্ততা দেত্তয়া', 'ঠকান', 'ঠকাইয়া লত্তয়া', 'প্রতারণা করা', 'প্রতারিত করিয়া লত্তয়া', 'জুয়াচুরি করা', 'ধাপ্পা দেত্তয়া', 'প্রতারিত করা', 'দম দেত্তয়া', 'ছলা', 'ধোঁকা দেত্তয়া', 'ধোঁকাবাজি করা', 'ধোঁকা', 'ধাপ্পাবাজি', 'ফাঁকি', 'ধাপ্পা', 'ভাঁত্ততা', 'দম', 'ফক্কিকা', 'দমবাজি']"
24010,[]
24011,"['কর্কশ', 'ফেঁসফেঁসে']"
24012,['মজুতদার']
24013,"['জমা করিয়া রাখা', 'গোপনে মজুত করা', 'গোপনে রাখা', 'ভাণ্ডার', 'সম্পদ্', 'গুণ্ডা ভাণ্ডার', 'মজুত-করা বস্তু']"
24014,[]
24015,[]
24016,"['রক্তবর্ণ দদ্রুজাতীয় চর্মরোগবিশেষ', 'আমবাত']"
24017,"['ভাণ্ডারে করা', 'সংগ্রহ করিয়া মউচাকে রাখা', 'ভাণ্ডারজাত করা', 'একত্র আশ্রয় লত্তয়া', 'এক বাসায় বাস করা', 'জনাকীর্ণ স্থান', 'মউচাক', 'মধুচক্র', 'চাক', 'মউমাছিদের কৃত্রিম বাসা', 'অতি কর্মব্যস্ত স্থান', 'অতি জনাকীর্ণ স্থান']"
24018,[]
24019,[]
24020,[]
24021,"['এযাবৎ', 'এই সময় পর্যন্ত', 'এই স্থান পর্যন্ত']"
24022,"['এইস্থানে', '', 'এখানে অবস্থিত', 'অত্র', 'এখানে', 'এই স্থানে']"
24023,[]
24024,['হিচ-হায্ক করা']
24025,"['ঝাঁকি দিয়া চলা', 'ঝাঁকি দিয়া চালান', 'ঝাঁকি মারিয়া টানা', 'ঝাঁকি মারিয়া নাড়ান', 'ঝাঁকি দেত্তয়া', 'ঝিঁকা মারা', 'ঝাঁকি মারা', 'ঝাঁকি মারিয়া চলা', 'ঝাঁকি মারিয়া ছোড়া', 'ঝিঁকা', 'ঝাঁকি', 'খটকা', 'ঝাঁকি মারিয়া চলন', 'ঝিঁকা মারিয়া চলন', 'বাধা', 'ভজকট', 'বাগড়া', 'খিঁচ', 'সাময়িক ব্যাহতি', 'ব্যাহতি', 'খোঁচ', 'সাময়িক গতিরোধ', 'গতিরোধ']"
24026,"['অত্যল্পকালস্থায়ী', 'আঘাত হানিয়া দ্রুত পলায়নকর']"
24027,"['হঠাত্ আবিষ্কার করা', 'আঘাত করা', 'আঘাত হানা', 'আঘাত দেত্তয়া', 'অভিঘাত করা', 'অভিঘাত হানা', 'ঠুকা', 'মারা', 'অস্ত্রাদি দ্বারা আঘাত করা', 'বিদ্ধ করা', 'হঠাৎ আবিষ্কার করা', 'লাভ করা', 'উপযোগী করা', 'মানানসই করা', 'লক্ষ্যসন্ধান করা', 'সংস্পর্শে আসা', 'নামিয়া আসা', 'গজাইয়া ত্তঠা', 'সফল হত্তয়া', 'ভেদ করা', 'আঘাত', 'অভিঘাত', 'সফল আঘাত', 'সফল লক্ষ্যভেদ', 'সুযোগ', 'বিস্ময়কর সাফল্য', 'ভাবের চমত্কার গতিপরিবর্তন', 'বর্ণনার চমত্কার গতিপরিবর্তন']"
24028,"['নাটকাভিনয়', 'নাটুকে চালচলন', 'নাটুকে বাচন']"
24029,"['রঙ্গমঞ্চাভিনেতা সংক্রান্ত', '', 'নাটুকে', 'নাটকীয়', 'রঙ্গমঁচসংক্রান্ত', 'রঙ্গমঁচাভিনেতাসংক্রান্ত', 'ভণ্ডামিপূর্ণ']"
24030,"['ইতিহাস', 'ইতিবৃত্ত', 'আখ্যান', 'ঘটনা-বিবরণ', 'কাহিনী']"
24031,[]
24032,"['ইতিহাস-অনুযায়ী', 'ঐতিহাসিক', 'ইতিহাস']"
24033,"['ঐতিহাসিক', 'ইতিহাস', 'ইতিহাস-অনুযায়ী']"
24034,"['ইতিহাস-রচিয়তা', 'ইতিহাস-অনুযায়ী', 'ইতিহাসবেত্তা', 'ইতিবৃত্তকার', 'ইতিহাস-রচয়িতা']"
24035,"['হিসহিস ধ্বনি করা', 'হিস্হিস ধ্বনি করা', 'হিস্হিস', 'হিস্হিস ধ্বনি']"
24036,['স্পেইনদেশীয়']
24037,"['তার', 'তাঁহার', 'তাহার', 'ইহার', 'তছু']"
24038,"['ভাড়া', 'ভাড়া করা বা মজুরি দিয়া নিযুক্ত করা', 'ভাড়া করা', 'ভাড়া লত্তয়া', 'মজুরি করা', 'মজুরি', 'কেরায়া', 'নিষ্ক্রয়']"
24039,['জলহস্তী']
24040,['জলহস্তী']
24041,['জলহস্তী']
24042,['মাদকসেবী']
24043,[]
24044,"['প্রগতিপন্থী', 'প্রগতি সম্পর্কে ত্তয়াকিবহাল', 'নিতম্ব', 'পাছা', 'কাঁক', 'শ্রোণী']"
24045,"['পশ্চাৎপ্রদেশ', 'পশ্চাদ্ভূমি', 'পশ্চাত্প্রদেশ']"
24046,"['আঁচ দেত্তয়া', 'আভাস দেত্তয়া', 'সঙ্কেত দেত্তয়া', 'ষৎ উল্লেখ করা', 'পরোক্ষ উল্লেখ করা', 'সংকেত', 'ঈষত্ বা পরোক্ষ উল্লেখ', 'ইঙ্গিত', 'প্রজ্ঞান', 'সঙ্কেত', 'আভাস', 'সাহায্যপূর্ণ ইঙ্গিত', 'সাহায্যপূর্ণ পরামর্শ', 'ষৎ উল্লেখ', 'পরোক্ষ উল্লেখ']"
24047,"['প্রাণী ফল প্রভৃতির দ্বিপুটক খোলার জোড়', 'নির্ভর করা', 'কবজা পরান', 'মোড় ফেরান', 'কবজায় ঝোলা', 'কবজায় ঘোরা', 'কবজা']"
24048,"['হিন্দুয়ানি', 'হিন্দুধর্ম']"
24049,"['হিন্দুস্থান বা ভারতবর্ষের লোক', 'হিন্দু', 'হিন্দুস্থান লোক', 'ভারতবর্ষের লোক', 'হিন্দুস্থানী', 'ভারতবর্ষের']"
24050,"['ঘটনার পরে বুদ্ধির উন্মেষ', 'সংঘটনের পরে বোধোদয়']"
24051,"['অন্তরায়', 'বাধা', 'ব্যাঘাত', 'প্রতিবন্ধ', 'বাগড়া', 'ব্যাজ', 'আটক', 'আটকা', 'বখেড়া', 'অর্গল', 'রোধ']"
24052,[]
24053,"['বাধা দেত্তয়া', 'বিঘ্ন ঘটানো', 'রোধ করা', 'বাগড়া দেত্তয়া', 'ব্যাঘাত করা', 'থামান', 'রূধা', 'পিছনের', 'সর্বশেষে অবস্থিত', 'পশ্চাদ্বর্তী']"
24054,"['হরিণী', 'খেতিমজুর', 'পল্লীবাসী', 'কৃষক', 'প্রাদেশী', 'প্রাদেশবাসী', 'গ্রামবাসী', 'গেঁয়ো লোক', 'ছোট কল', 'পিছনের', 'পশ্চাত্স্থিত', 'সর্বশেষে অবস্থিত']"
24055,"['সে স্বয়ং', 'নিজে', 'সে বা তিনি স্বয়ং', 'নিজকে']"
24056,"['তাহাকে', 'তাঁহাকে', 'তাক']"
24057,"['তরবারির বা ছোরার হাতল', 'দামাট', 'তরবারির হাতল', 'ছোরার হাতল']"
24058,"['পাহাড়পূর্ণ', 'পাহাড়িয়া', 'পাহাড়ী']"
24059,"['গিরিশীর্ষ', 'পাহাড়ের চূড়া']"
24060,"['শৈলপ্রান্ত', 'শৈলপার্শ্ব', 'পাহাড়ের চল', 'পাহাড়ের উতরাই']"
24061,"['অমার্জিত', 'প্রাদেশিক', 'পল্লীবাসিক', 'আঁচলিক', 'গ্রামবাসিক']"
24062,"['পাহাড় করা', 'উপগিরি করা', 'পাহাড়', 'উপগিরি', 'ঢিপি', 'ঢিবি', 'পর্বত', 'গিরি', 'শৈল', 'ভূধরন', 'মহীধর', 'অচল']"
24063,"['স্ফূর্তি', 'হাসিখুশি ভাব', 'উল্লাসপূর্ণ হৈচৈ', 'পরমোল্লাস', 'প্রমোদ']"
24064,[]
24065,"['যত্পরোনাস্তি উল্লসিত', 'অত্যাধিক হাসিখুশি', 'অত্যধিক হাসিখুশি']"
24066,[]
24067,"['পল্লী-অঁচলে পদব্রজে দীর্ঘ গমন', 'ভ্রমণে যাত্তয়া', 'পরিশ্রমসহকারে হাঁটা', 'পল্লী অঞ্চলে পদব্রজে দীর্ঘ ভ্রমণ']"
24068,['হাইজ্যেক']
24069,['হাইজ্যেকের']
24070,"['মদ্যের অবৈধ চালানকারীদের পাকড়াও করিয়া তাহাদের নিকট হইটে ঘুসবাবদ টাকা বা মদ আদায়', 'হাইজ্যেক করা']"
24071,[]
24072,"['সড়ক', 'রাজপথ', 'সর্বসাধারণের পথ', 'হাইওয়ে', 'প্রধান পথ', 'রাহা', 'জাঙ্গাল']"
24073,"['বান', 'জোয়ার']"
24074,[]
24075,"['অতি অভিমানী', 'অতি ভাবপ্রবণ']"
24076,"['তেজস্বী', 'সাহসী', 'উগ্রবীর্য']"
24077,"['উচ্চবিদ্যালয়', 'উচ্চ বিদ্যালয়']"
24078,[]
24079,['গগণচুম্বী আট্টালিকা সম্পর্কিত']
24080,[]
24081,['বাষ্পাদির প্রবল চাপ দেয়া বা সহ্য করিতে পারে এমন']
24082,"['উচ্চ ক্ষমতাপ্রাপ্ত', 'অধিকারপ্রাপ্ত']"
24083,['উচ্চ ত্ত তীক্ষ্ন স্বরবিশিষ্ট']
24084,['রাজারাজড়াদের মর্যাদাসূচক আখ্যাবিশেষ']
24085,"['উচ্চমনা', 'অহংকারী', 'গর্বিত', 'আত্মমর্যাদাবোধসম্পন্ন', 'উদারহৃদয়', 'উন্নতমনা']"
24086,"['অত্যন্ত', 'অতিশয়', 'মাত্রাতিরিক্তভাবে', 'একেবারে', 'সম্পূর্ণভাবে', 'জোরে', 'সত্যই', 'যথার্থই', 'যথাযথভাবে', 'উপরে', 'অধিকতর উচ্চে', 'ঊর্ধ্বদিকে', 'পূর্বে', 'ঊর্ধ্বভাগে', 'অতীত']"
24087,"['হাইলাইট', 'উজ্জ্বলতম স্থানসমুহ', 'উজ্জ্বলতম অংশসমুহ']"
24088,[]
24089,"['প্রধান বৈশিষ্ট্য', 'লক্ষণীয় করা', 'সবার দৃষ্টিগোচর করা', 'উজ্জ্বলতম স্থান বা অংশসমূহ']"
24090,"['উচ্চপর্ষায়সম্বন্ধীয়', 'উচ্চপর্যায়ের']"
24091,[]
24092,[]
24093,"['কঠোর কর্তৃত্বপূর্ণ', 'উদ্ধত', 'প্রচণ্ড', 'স্বেচ্ছাচারপূর্ণ', 'জবরদস্ত', 'কঠোরভাবে দাবাইয়া রাখে এমন', '']"
24094,[]
24095,['উন্নত শিক্ষা']
24096,"['উচ্চশ্রেণীত্তয়ালা', 'অত্যুত্কর্ষ', 'উচ্চশ্রেণীর', 'উত্কৃষ্ট']"
24097,[]
24098,"['অতি বিদ্বান ব্যক্তি', 'অতি বিদ্বান']"
24099,"['উচ্চে', 'ঊর্ধ্বে', 'উচ্চৈ:স্বরে', 'তীক্ষ্নস্বরে', 'উদ্ধতভাবে', 'বিশিষ্টভাবে', 'দৃঢ়ভাবে', 'প্রবলভাবে', 'সমৃদ্ধিসহকারে', 'মহার্ঘভাবে', 'চড়া দামে', 'উচ্চ তল', 'উচ্চ মুর্তি', 'স্বর্গ', 'আকাশ', 'উচ্চস্বর', 'ঊর্ধস্থিত', 'নির্দিষ্ট উচ্চতাবিশেষ', 'উচ্চ', 'উঁচু', 'উন্নত', 'নির্দিষ্ট উচ্চতাবিশিষ্ট', 'পূর্ণ', 'উঁচা', 'তুঙ্গী', 'উত্তুঙ্গ', 'প্রাংশু', 'উত্তাল', 'উচ্চে অবস্থিত', 'ঊর্ধ্বস্থ', 'ঊর্ধ্বস্থিত', 'মর্যাদাসম্পন্ন', 'উচ্চাংশসম্পন্ন', 'উচ্চধ্বনিযুক্ত', 'স্ফীত', 'মস্ত', 'প্রগাঢ়', 'গুরুত্বপূর্ণ', 'বৃদ্ধিপ্রাপ্ত', 'উদ্ধত', 'প্রচণ্ড', 'চমত্কার', 'বিশিষ্ট', 'অভিজাত', 'মহান', 'জাঁকাল', 'আড়ম্বরপূর্ণ', 'পরমানন্দিত', 'প্রাচীন', 'অগ্রসর', 'পানোন্মত্ত', 'সমৃদ্ধ', 'অনুকূল', 'মহার্ঘ', 'চড়া', 'ভারী', 'গুরুভার']"
24100,['মূল আওয়াজ যথাযথভাবে ধ্বনিত করিতে সক্ষম']
24101,[]
24102,['চিত্রলিপিতে বর্ণমালাসংক্রান্ত']
24103,"['দেবদূতগণের শ্রেণীত্রয়ের যে-কোনটি', '', 'যাজকতন্ত্র', 'দেবদূতগণ', 'পুরোহিতগণকর্তৃক শাসন', 'ক্রমোচ্চ শ্রেণীবিভাগ']"
24104,"['প্রধান পুরোহিত-সংক্রান্ত', 'প্রধান পৌরোহিত্য-সংক্রান্ত', 'প্রধান পুরোহিত বা পৌরোহিত্য সংক্রান্ত']"
24105,"['গোপন করা', 'লুক্কায়িত হওয়া', 'আড়াল', 'অন্তরাল', 'গোপন', 'দারূণ প্রহার', 'লুক্কায়িত হত্তয়া', 'লুকানের স্থান', 'আত্মগোপন']"
24106,"['গুপ্ত আশ্রয়', 'গোপনতা']"
24107,['নৃশংসভবে']
24108,"['ভয়ঙ্কর', 'অসহ্য', 'পশুতুল্য', 'জঘন্য', 'উত্কট', 'বীভত্স', 'ভীষণ', 'পাশব', 'অতি কুত্সিত']"
